source,target,用量,relation
922,84,2个,辅料
922,171,30g,辅料
922,403,2勺,辅料
922,3,2勺,辅料
922,534,3勺,辅料
922,5,适量,辅料
923,2,适量,辅料
923,5,适量,辅料
923,22,适量,辅料
923,21,适量,辅料
923,61,适量,辅料
924,260,半条,主食材
924,2,适量,辅料
924,5,半勺,辅料
924,6,1勺,辅料
924,54,1勺,辅料
924,4,2勺,辅料
924,203,适量,辅料
924,145,适量,辅料
924,160,适量,辅料
925,4,适量,辅料
925,5,少量,辅料
925,21,适量,辅料
926,301,1根,主食材
926,344,16张,主食材
926,132,20克,主食材
926,86,20克,辅料
926,255,50克,辅料
926,29,少许,辅料
927,84,2个,主食材
927,134,67克,主食材
927,50,6克,主食材
927,85,15克,主食材
927,36,5克,主食材
927,284,15克,主食材
927,37,67克,主食材
927,103,16克,主食材
927,127,适量,主食材
928,26,300克,主食材
928,506,适量,主食材
928,507,适量,主食材
928,55,适量,辅料
928,98,适量,辅料
928,5,适量,辅料
928,27,3克,辅料
928,103,适量,辅料
929,219,适量,主食材
929,508,适量,辅料
929,32,适量,辅料
930,188,适量,主食材
930,451,适量,辅料
930,19,适量,辅料
930,103,适量,辅料
930,5,适量,辅料
930,3,适量,辅料
931,59,一个,主食材
931,106,8g,辅料
931,222,适量,辅料
932,153,10g,主食材
932,347,10g,主食材
932,97,2棵,辅料
932,1,2瓣,辅料
932,4,少许,辅料
932,5,1g,辅料
932,22,10g,辅料
932,99,10g,辅料
932,57,3g,辅料
933,10,适量,主食材
933,5,少量,辅料
934,495,一个,主食材
934,97,适量,辅料
934,70,适量,辅料
934,103,适量,辅料
934,23,半勺,辅料
934,22,2勺,辅料
934,248,一勺,辅料
934,6,一勺,辅料
934,388,三勺,辅料
934,246,一瓶,辅料
934,5,适量,辅料
935,25,适量,主食材
935,226,一个,辅料
935,1,适量,辅料
935,2,适量,辅料
935,103,适量,辅料
935,5,适量,辅料
936,1,适量,辅料
936,98,适量,辅料
936,5,适量,辅料
936,22,适量,辅料
936,99,适量,辅料
937,26,300克,主食材
937,27,3克,辅料
937,5,3克,辅料
937,94,70克,辅料
937,342,100克,辅料
937,205,500克,辅料
938,169,约100克,主食材
938,102,1/4小勺,主食材
938,9,1/3小勺,主食材
938,66,1/2大勺,主食材
938,205,2大勺,主食材
938,115,约350克,辅料
938,264,1小勺,辅料
938,205,1/2大勺,辅料
938,211,1大满勺,辅料
938,1,1大勺,辅料
938,2,1撮,辅料
939,496,500克,主食材
939,59,2个,主食材
939,77,50克,辅料
939,2,3片,辅料
939,249,5克,辅料
940,3,适量,辅料
940,2,适量,辅料
940,162,适量,辅料
940,191,适量,辅料
940,375,适量,辅料
940,192,适量,辅料
940,161,适量,辅料
940,5,适量,辅料
940,36,适量,辅料
940,6,适量,辅料
941,65,130克,主食材
941,282,1个,主食材
941,35,75克,辅料
942,84,4个,主食材
942,81,40克,主食材
942,85,40克,主食材
942,37,40克,主食材
942,307,450克,辅料
942,85,100克,辅料
942,136,110克,辅料
942,81,60-80克,辅料
943,65,45克,主食材
943,535,100克,主食材
943,5,2克,主食材
943,37,65克,主食材
943,84,2个,主食材
943,65,50克,辅料
943,37,50克,辅料
943,81,30-50克,辅料
944,531,2块,主食材
944,120,1段,辅料
944,13,1段,辅料
944,14,4片,辅料
944,489,2勺,辅料
944,320,1勺,辅料
944,3,2根,辅料
944,1,2瓣,辅料
944,243,2个,辅料
944,462,2勺,辅料
944,22,1勺,辅料
944,21,1勺,辅料
944,5,少许,辅料
944,195,1勺,辅料
944,204,1勺,辅料
946,42,适量,主食材
946,207,适量,主食材
946,429,适量,主食材
946,1,适量,辅料
946,4,适量,辅料
946,5,适量,辅料
946,22,适量,辅料
947,173,2个,主食材
947,67,1勺,辅料
948,193,450克,主食材
948,2,2片,辅料
948,162,2个,辅料
948,141,3片,辅料
948,6,1勺,辅料
948,4,2勺,辅料
948,5,半勺,辅料
948,3,4节,辅料
948,2,3片,辅料
948,1,10片,辅料
948,106,5克,辅料
948,467,1块,辅料
948,22,2勺,辅料
948,162,3个,辅料
949,115,200g,主食材
949,76,3个,主食材
949,243,2个,辅料
949,1,3粒,辅料
949,29,5g,辅料
949,5,5g,辅料
949,22,适量,辅料
949,23,少许,辅料
950,70,300g,主食材
950,10,1个,辅料
950,1,3粒,辅料
950,243,3个,辅料
950,29,5g,辅料
950,5,5g,辅料
950,22,适量,辅料
950,23,少许,辅料
951,171,适量,主食材
951,26,适量,辅料
951,1,6瓣,辅料
951,5,1勺,辅料
951,22,1勺,辅料
951,350,2勺,辅料
951,67,适量,辅料
951,71,适量,辅料
951,20,适量,辅料
951,61,适量,辅料
951,98,少许,辅料
951,320,少许,辅料
951,242,1勺,辅料
952,492,400g,主食材
952,61,2勺,辅料
952,26,1勺,辅料
952,3,1勺,辅料
952,24,1匙,辅料
952,5,适量,辅料
953,355,250g,主食材
953,18,75g,主食材
953,61,1勺,辅料
953,3,适量,辅料
953,2,适量,辅料
953,1,适量,辅料
953,22,1匙,辅料
953,5,适量,辅料
954,36,适量,辅料
955,147,适量,主食材
955,489,适量,主食材
955,90,适量,主食材
955,36,适量,辅料
955,106,适量,辅料
956,171,适量,主食材
956,305,一个,主食材
956,14,一个,主食材
956,209,适量,辅料
957,7,适量,辅料
957,195,适量,辅料
957,21,适量,辅料
957,5,适量,辅料
957,67,适量,辅料
958,88,250克,主食材
958,134,25克,主食材
958,27,3克,主食材
958,84,（含刷面）1个,主食材
958,65,（室温软化）25克,主食材
958,52,90克,主食材
958,264,2克,主食材
958,101,7克,主食材
958,50,35克,主食材
958,127,适量,辅料
958,65,（抹烤盘用）15克,辅料
959,84,3个,主食材
959,112,1棵,主食材
959,13,半根,主食材
959,41,半个,主食材
959,268,3片,主食材
959,153,5朵,主食材
959,262,1把,主食材
959,344,40个,主食材
959,6,1勺,辅料
959,21,2勺,辅料
959,48,半勺,辅料
959,57,1勺,辅料
959,71,半勺,辅料
959,5,1勺,辅料
960,193,2条,主食材
960,115,适量,主食材
960,2,适量,辅料
960,5,适量,辅料
960,21,适量,辅料
960,22,适量,辅料
960,61,适量,辅料
961,120,一根,主食材
961,13,半根,主食材
961,313,少许,主食材
961,204,少许,辅料
961,259,少许,辅料
961,5,少许,辅料
961,71,少许,辅料
961,321,少许,辅料
961,22,少许,辅料
961,1,少许,辅料
962,4,半匙,辅料
962,164,50g,辅料
962,493,70g,辅料
962,494,三分之一根,辅料
962,3,小许,辅料
962,22,5g,辅料
964,70,适量,主食材
964,301,一个,主食材
965,206,一个,主食材
965,2,30g,辅料
965,69,100g,辅料
965,183,适量,辅料
965,5,适量,辅料
966,79,1根,主食材
966,26,约200克,主食材
966,27,3克,辅料
966,320,1把,辅料
966,67,10克,辅料
967,92,175克,主食材
967,207,185克,主食材
967,5,适量,辅料
967,121,适量,辅料
968,4,适量,辅料
968,5,适量,辅料
969,286,650克,主食材
969,441,45克,主食材
969,5,3克,主食材
969,397,2.5个,主食材
969,66,6克,主食材
969,2,适量,主食材
969,1,适量,主食材
969,6,20克,主食材
970,435,一条,主食材
970,3,少量,辅料
970,4,适量,辅料
970,21,适量,辅料
970,7,适量,辅料
971,536,335克,主食材
971,5,适量,辅料
972,537,适量,主食材
972,146,适量,主食材
972,131,适量,主食材
973,538,200g,主食材
973,103,30g,辅料
973,84,3个,辅料
973,66,20g,辅料
973,37,45g,辅料
973,67,60g,辅料
973,350,几滴,辅料
974,128,175克,主食材
974,15,适量,辅料
974,7,适量,辅料
974,5,适量,辅料
974,121,适量,辅料
975,171,8片,主食材
975,286,200g,辅料
975,55,50g,辅料
975,13,30g,辅料
975,4,2勺,辅料
975,57,1勺,辅料
977,539,400g,主食材
977,109,1个,主食材
977,21,1勺,主食材
977,7,2勺,主食材
978,85,250g,主食材
978,155,1个,主食材
978,35,15g,主食材
978,66,25g,主食材
978,179,1片,主食材
978,452,少许,辅料
979,397,65克,主食材
979,35,30克,主食材
979,136,10克,主食材
980,171,150g,主食材
980,61,1勺,辅料
980,242,适量,辅料
980,5,适量,辅料
981,10,1个,主食材
981,13,1根,主食材
981,72,1根,主食材
981,447,1个,主食材
981,61,1勺,辅料
981,22,1匙,辅料
981,17,1匙,辅料
981,5,适量,辅料
982,85,2盒,主食材
982,540,1包,辅料
983,169,200g,主食材
983,188,100g,辅料
983,1,3粒,辅料
983,60,5个,辅料
983,242,适量,辅料
983,54,适量,辅料
983,15,1棵,辅料
983,97,2棵,辅料
983,2,少许,辅料
983,161,2g,辅料
983,29,5g,辅料
983,5,3g,辅料
983,22,1勺,辅料
983,23,少许,辅料
983,64,1勺,辅料
984,498,2片,主食材
984,458,适量,主食材
984,499,适量,辅料
984,229,适量,辅料
985,171,适量,主食材
985,69,适量,主食材
985,243,适量,辅料
985,3,适量,辅料
985,1,适量,辅料
985,21,1勺,辅料
985,22,1勺,辅料
985,17,1勺,辅料
985,5,适量,辅料
985,67,半勺,辅料
985,500,适量,辅料
986,59,6片,主食材
986,373,80g,主食材
986,5,（腌萝卜）1g,辅料
986,3,小许,辅料
986,4,小许,辅料
986,5,小许,辅料
986,71,小许,辅料
986,22,3g,辅料
986,2,适量,辅料
987,26,200克,主食材
987,134,20克,主食材
987,27,3克,主食材
987,264,2克,主食材
987,257,适量,辅料
988,15,一把,主食材
988,84,三个,主食材
988,61,适量,辅料
988,5,少许,辅料
989,26,适量,主食材
989,94,适量,主食材
989,96,适量,主食材
989,95,适量,主食材
989,501,适量,主食材
989,3,适量,辅料
989,154,适量,辅料
989,361,适量,辅料
989,5,适量,辅料
989,4,适量,辅料
989,62,适量,辅料
989,48,适量,辅料
989,17,适量,辅料
989,7,适量,辅料
989,242,适量,辅料
989,127,适量,辅料
990,193,适量,主食材
990,12,适量,主食材
990,59,适量,主食材
990,32,适量,辅料
990,2,适量,辅料
990,3,适量,辅料
990,26,适量,辅料
990,5,适量,辅料
991,10,适量,主食材
991,5,少量,辅料
992,495,一个,主食材
992,97,适量,辅料
992,70,适量,辅料
992,103,适量,辅料
992,23,半勺,辅料
992,22,2勺,辅料
992,248,一勺,辅料
992,6,一勺,辅料
992,388,三勺,辅料
992,246,一瓶,辅料
992,5,适量,辅料
993,25,适量,主食材
993,226,一个,辅料
993,1,适量,辅料
993,2,适量,辅料
993,103,适量,辅料
993,5,适量,辅料
994,1,适量,辅料
994,98,适量,辅料
994,5,适量,辅料
994,22,适量,辅料
994,99,适量,辅料
995,26,300克,主食材
995,27,3克,辅料
995,5,3克,辅料
995,94,70克,辅料
995,342,100克,辅料
995,205,500克,辅料
996,169,约100克,主食材
996,102,1/4小勺,主食材
996,9,1/3小勺,主食材
996,66,1/2大勺,主食材
996,205,2大勺,主食材
996,115,约350克,辅料
996,264,1小勺,辅料
996,205,1/2大勺,辅料
996,211,1大满勺,辅料
996,1,1大勺,辅料
996,2,1撮,辅料
997,496,500克,主食材
997,59,2个,主食材
997,77,50克,辅料
997,2,3片,辅料
997,249,5克,辅料
998,3,适量,辅料
998,2,适量,辅料
998,162,适量,辅料
998,191,适量,辅料
998,375,适量,辅料
998,192,适量,辅料
998,161,适量,辅料
998,5,适量,辅料
998,36,适量,辅料
998,6,适量,辅料
999,289,一只,主食材
999,497,一杯,辅料
999,4,一杯（花雕酒的1/3）,辅料
999,7,一杯（花雕酒的1/2）,辅料
999,123,适量,辅料
999,2,适量,辅料
999,1,适量,辅料
1000,219,一个,主食材
1000,52,适量,辅料
1000,81,两匙,辅料
1000,282,两勺,辅料
